user_id,agent_name,input_summary,output_status,risk_score,timestamp
REF_0077,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0077,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0078,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0078,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0079,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0079,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0080,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0080,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0081,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0081,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0082,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0082,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0083,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0083,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0084,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0084,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0085,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0085,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0086,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0086,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0087,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0087,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.520203
REF_0088,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0088,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0089,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0089,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.520203
REF_0090,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0090,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0091,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0091,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0092,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0092,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0093,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0093,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0094,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0094,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0095,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0095,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0096,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0096,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0097,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0097,CreditBureauAgent,...,FAIL,165,2026-02-06T11:14:03.520203
REF_0098,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0098,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0099,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0099,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0100,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0100,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.520203
REF_0101,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0101,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0102,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0102,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0103,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0103,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0104,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0104,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0105,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0105,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0106,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0106,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0107,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0107,CreditBureauAgent,...,FAIL,165,2026-02-06T11:14:03.520203
REF_0108,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0108,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0109,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0109,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0110,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0110,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0111,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0111,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.520203
REF_0112,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0112,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0113,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0113,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0114,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0114,CreditBureauAgent,...,FAIL,165,2026-02-06T11:14:03.520203
REF_0115,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0115,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.520203
REF_0116,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0116,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.520203
REF_0117,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.520203
REF_0117,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.521211
REF_0118,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0118,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0119,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0119,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0120,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0120,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0121,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0121,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0122,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0122,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.521211
REF_0123,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0123,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0124,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0124,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.521211
REF_0125,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0125,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0126,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0126,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0127,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0127,CreditBureauAgent,...,FAIL,165,2026-02-06T11:14:03.521211
REF_0128,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0128,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.521211
REF_0129,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0129,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0130,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0130,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0131,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0131,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0132,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0132,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.521211
REF_0133,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0133,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.521211
REF_0134,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0134,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0135,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0135,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0136,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0136,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0137,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0137,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0138,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0138,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0139,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0139,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0140,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0140,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0141,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0141,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0142,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0142,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.521211
REF_0143,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0143,CreditBureauAgent,...,FAIL,80,2026-02-06T11:14:03.521211
REF_0144,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0144,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.521211
REF_0145,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0145,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.521211
REF_0146,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0146,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.521211
REF_0147,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0147,CreditBureauAgent,...,FAIL,95,2026-02-06T11:14:03.521211
REF_0148,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0148,CreditBureauAgent,...,FAIL,170,2026-02-06T11:14:03.521211
REF_0149,EligibilityAgent,...,SUCCESS,0,2026-02-06T11:14:03.521211
REF_0149,CreditBureauAgent,...,FAIL,90,2026-02-06T11:14:03.521211
REF_0150,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0151,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0152,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0153,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0154,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0155,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0156,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0157,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0158,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0159,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0160,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0161,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0162,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0163,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0164,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0165,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0166,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0167,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0168,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.521211
REF_0169,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0170,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0171,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0172,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0173,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0174,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0175,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0176,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0177,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0178,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0179,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0180,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0181,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0182,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0183,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0184,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0185,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
REF_0186,EligibilityAgent,...,FAIL,0,2026-02-06T11:14:03.522212
