user_id,final_status,rejection_stage,fraud_flag,risk_score,category,is_messy,fraud_type
REF_0117,REJECTED,CreditBureauAgent,True,90,Fraud,False,Hidden Liability
REF_0118,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0119,REJECTED,CreditBureauAgent,True,80,Fraud,False,Income Inflation (Severe)
REF_0120,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0121,REJECTED,CreditBureauAgent,True,90,Fraud,False,Hidden Liability
REF_0122,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0123,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0124,REJECTED,CreditBureauAgent,True,90,Fraud,False,Hidden Liability
REF_0125,REJECTED,CreditBureauAgent,True,90,Fraud,False,Hidden Liability
REF_0126,REJECTED,CreditBureauAgent,True,90,Fraud,False,Hidden Liability
REF_0127,ACCEPTED,None,False,0,Fraud,False,Income Inflation (Subtle)
REF_0128,ACCEPTED,None,False,0,Fraud,False,Income Inflation (Subtle)
REF_0129,REJECTED,CreditBureauAgent,True,95,Fraud,False,Income Inflation (Severe)
REF_0130,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0131,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0132,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0133,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0134,REJECTED,CreditBureauAgent,True,165,Fraud,False,Hidden Liability
REF_0135,REJECTED,CreditBureauAgent,True,170,Fraud,False,Income Inflation (Severe)
REF_0136,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0137,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0138,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0139,REJECTED,CreditBureauAgent,True,90,Fraud,False,Hidden Liability
REF_0140,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0141,ACCEPTED,None,False,15,Fraud,False,Income Inflation (Subtle)
REF_0142,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0143,REJECTED,CreditBureauAgent,True,165,Fraud,False,Hidden Liability
REF_0144,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0145,REJECTED,CreditBureauAgent,True,90,Fraud,False,Hidden Liability
REF_0146,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0147,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0148,REJECTED,CreditBureauAgent,True,80,Fraud,False,Income Inflation (Severe)
REF_0149,REJECTED,CreditBureauAgent,True,90,Fraud,False,Synthetic ID
REF_0150,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0151,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0152,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0153,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0154,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0155,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0156,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0157,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0158,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0159,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0160,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0161,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0162,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0163,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0164,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0165,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0166,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0167,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0168,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0169,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0170,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0171,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0172,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0173,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0174,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0175,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0176,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0177,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0178,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0179,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0180,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0181,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0182,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0183,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0184,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0185,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0186,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0187,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0188,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0189,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0190,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0191,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0192,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0193,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0194,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0195,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0196,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0197,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0198,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0199,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0200,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0201,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0202,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0203,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0204,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0205,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0206,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0207,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0208,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0209,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0210,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0211,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0212,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0213,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0214,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0215,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0216,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0217,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0218,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0219,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0220,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0221,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0222,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0223,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0224,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0225,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0226,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0227,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0228,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0229,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0230,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0231,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0232,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0233,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0234,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0235,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0236,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0237,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0238,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0239,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0240,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0241,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0242,REJECTED,EligibilityAgent,False,0,Borderline_Messy,True,None
REF_0243,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0244,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0245,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0246,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0247,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0248,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0249,REJECTED,CreditBureauAgent,True,50,Borderline_Messy,True,None
REF_0250,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0251,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0252,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0253,ACCEPTED,None,False,0,Eligible,False,None
REF_0254,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0255,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0256,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0257,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0258,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0259,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0260,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0261,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0262,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0263,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0264,ACCEPTED,None,False,0,Eligible,False,None
REF_0265,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0266,ACCEPTED,None,False,0,Eligible,False,None
REF_0267,ACCEPTED,None,False,0,Eligible,False,None
REF_0268,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0269,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0270,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0271,ACCEPTED,None,False,0,Eligible,False,None
REF_0272,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0273,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0274,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0275,ACCEPTED,None,False,0,Eligible,False,None
REF_0276,REJECTED,CreditBureauAgent,True,50,Eligible,False,None
REF_0277,ACCEPTED,None,False,0,Eligible,False,None
REF_0278,ACCEPTED,None,False,0,Eligible,False,None
REF_0279,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0280,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0281,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0282,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0283,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0284,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0285,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0286,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0287,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0288,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0289,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0290,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0291,ACCEPTED,None,False,0,Eligible,False,None
REF_0292,ACCEPTED,None,False,0,Eligible,False,None
REF_0293,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0294,ACCEPTED,None,False,0,Eligible,False,None
REF_0295,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0296,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0297,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0298,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0299,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0300,ACCEPTED,None,False,0,Eligible,False,None
REF_0301,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0302,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0303,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0304,REJECTED,CreditBureauAgent,True,50,Eligible,False,None
REF_0305,ACCEPTED,None,False,0,Eligible,False,None
REF_0306,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0307,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0308,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0309,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0310,REJECTED,CreditBureauAgent,True,50,Eligible,False,None
REF_0311,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0312,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0313,ACCEPTED,None,False,0,Eligible,False,None
REF_0314,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0315,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0316,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0317,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0318,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0319,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0320,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0321,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0322,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0323,REJECTED,CreditBureauAgent,True,50,Eligible,False,None
REF_0324,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0325,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0326,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0327,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0328,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0329,REJECTED,CreditBureauAgent,True,50,Eligible,False,None
REF_0330,ACCEPTED,None,False,0,Eligible,False,None
REF_0331,ACCEPTED,None,False,0,Eligible,False,None
REF_0332,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0333,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0334,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0335,REJECTED,EligibilityAgent,False,0,Ineligible_Credit,False,None
REF_0336,ACCEPTED,None,False,0,Eligible,False,None
REF_0337,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0338,ACCEPTED,None,False,0,Eligible,False,None
REF_0339,ACCEPTED,None,False,0,Ineligible_Credit,False,None
REF_0340,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0341,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0342,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0343,ACCEPTED,None,False,0,Eligible,False,None
REF_0344,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0345,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0346,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0347,ACCEPTED,None,False,0,Eligible,False,None
REF_0348,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0349,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0350,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0351,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0352,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0353,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0354,ACCEPTED,None,False,0,Eligible,False,None
REF_0355,ACCEPTED,None,False,0,Eligible,False,None
REF_0356,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0357,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0358,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
REF_0359,REJECTED,EligibilityAgent,False,0,Eligible,False,None
REF_0360,REJECTED,EligibilityAgent,False,0,Ineligible_Income,False,None
